Sonnet Number,Variation Number,Variation Text
147,1,"My affection rages, craving its bane,
A sickness nursed by that which feeds its flame.
In vain, the healer of my heart's complaint
Deserts me, and I'm left to my chaotic state.
My love, once tethered by reason's decree,
Now roams, untamed, a wild and frenzied sea.
I've pledged my heart to one of darkest night,
Who's beauty, in truth, is but a mask of deceit.

"
147,2,"My heart's desire, a plague that will not cease,
Burns with a passion for its own increase.
The cure, my reason, in its wisdom, sees
The danger of this malady's sweet deceit.
Yet, I, enthralled, defy its counsel true,
Embracing the sickness that my soul doth strew.
For I have sworn thee fair, and bound my fate,
To one whose heart is as black as pitch-dark slate.

"
147,3,"My love, a sickness, rages in my breast,
Craving the very thing that brings me unrest.
My reason, once its healer, now retreats,
Abandoning me to my unbalanced heart's deceits.
The cure, once sought, now leaves me alone,
Lost in the darkness of this fevered zone.
For I have sworn thee fair, and bound my soul,
To one whose essence is as dark as coal."
148,1,"Oh, what gaze has love instilled in my regard,
Devoid of true vision's faithful accord?
Or if my sight yet holds some honest regard,
Where is my sense, which errs in judgment flawed?
If deemed fair be the focus of love's false sight,
What worth the world, that deems it otherwise?
If not so fair, then love's deceit is right,
Its truth obscured by all men's denials.
How can love's gaze be true, when clouded eyes
Shed tears and watch in ceaseless yearning blind?
No wonder then, my view I often miss,
The sun itself waits for heaven's light to shine.
  Love's cunning craft, with tears, doth blind my mind,
  Lest clear-sighted eyes should find its faults, unkind.

"
148,2,"What sight has love bestowed upon my gaze,
That strays from truth and mires in false display?
Or if my vision keeps its honest ways,
Why does my sense such falsehoods now convey?
If deem'd fair what love's deluded eyes adore,
What worth the world, that deems it otherwise?
If not so fair, then love's deceit is more,
Its truth obscured by all men's nays and cries.
How can love's sight be true, when dimmed by tears,
Watching and weeping through the endless night?
No wonder then, my view is often veiled,
The sun itself waits for dawn's resplendent light.
  Love's subtle ploy, with tears, my sight beguiled,
  Lest keen-eyed view should find its faults, reviled.

"
148,3,"What gaze has love imposed upon my sight,
That wanders far from truth and clear discern?
Or if my vision keeps its honest light,
Why does my sense such falsehoods now discern?
If deem'd fair what love's deluded eyes perceive,
What worth the world, that deems it otherwise?
If not so fair, then love's deceit's reprieve,
Its truth obscured by all men's reproachful cries.
How can love's sight be true, when dimmed by tears,
Watching and weeping through the endless flight?
No wonder then, my view is often marred,
The sun itself waits for day's enlighten'd might.
  Love's cunning scheme, with tears, my sight is barred,
  Lest piercing eyes should find its faults, uncharmed."
149,1,"Dare you, O heartless, claim I feel not love
For thee, when in our shared pains I'm drowned?
Do I not ponder thee when I forget
My own identity, by thee bound?
Who hates thee that I name as my ally?
On whom dost thou frown that I do adore?
Indeed, if thou dost scowl on me, I try
To wreak revenge with tears that flow no more.
What virtue do I see in me, so great,
That I should scorn to serve thee as is due?
When all my virtues bow to thy defect,
Enslaved by the power of thy gaze anew.
  Yet, love, persist in hatred, for I see
  The truth: you love those whom I cannot.

"
149,2,"Can you, O unkind, claim I am without love
For you, when in our strife I find my peace?
Do I not think of you when I remove
My thoughts from self, to serve but you release?
Who turns from you that I should call a friend?
On whom do you frown that I do pursue?
If you are harsh, do I not seek to mend
The wounds with sorrow fresh, as if it's new?
What worth do I in myself discern
That I should slight your service, proud and vain?
When all my virtues bend to your concern,
Ensnared by the allure of your disdain.
  Still, love, increase your scorn, for now I know
  You cherish those your gaze doth deign to show.

"
149,3,"O harsh one, can you claim I am devoid
Of love for you, when in our conflict lies
My solace? In myself, when self is destroyed,
Do I not contemplate your mysteries?
Who turns from you that I should call my kin?
On whom do you scowl that I do follow?
Indeed, if you are cruel, then I begin
To wreak revenge on self, with present woe.
What merit do I see in me, so fine,
That I should spurn your service, haughty heart?
When all my virtues bend to your design,
Ensnared by the charm of your cold retort.
  Yet, love, maintain your disdain, for now I grasp
  The truth: you love those whom your gaze enwraps."
150,1,"Oh, by what force dost thou wield such sway,
My heart's content to bend and sway?
To cloud my judgment, lead me astray,
And paint deceit where truth should lay?

Whence cometh this corruption of the good,
That in thy vices I find charm,
In thy transgressions, I see beauty stood,
And in thy chaos, a soothing balm?

Who hath shown thee how to twist my heart,
To cherish more the more I see amiss?
Though I should push thee far, depart,
My heart still clings, with love grown' miss.

If thy unworthiness hath wrought this love,
More worthy am I to be loved above.

"
150,2,"How dost thou, wretch, with such command,
Rule my heart, with cruel hand?
To blind me, make truth seem false,
And evil's face, fair as any elf?

From whence dost thou derive this art,
To twist my soul, and tear it apart?
To find delight in what I despise,
And in thy darkness, see the skies?

Who hath taught thee to ensnare my heart,
To love thee more, as thou dost thine own part?
Though I should flee, turn from thee,
My heart still yearns, with love's decree.

If thy unworthiness hath raised this flame,
More worthy I to share thy name.

"
150,3,"By what enchantment dost thou bind,
My heart, and make it blind?
To see the false as true, the wrong as right,
And find in darkness, the softest light?

Whence dost thou derive this wicked might,
To make my soul take flight,
And in thy vile deeds, find grace,
And in thy darkest corners, embrace?

Who hath taught thee to ensnare my heart,
To love thee more, as thou dost thine own part?
Though I should shun, and turn away,
My heart still calls, in love's array.

If thy unworthiness hath wrought this plight,
More worthy I to share thy night."
151,1,"In its youth, love has yet to learn of duty;
Yet who among us is unaware
That duty springs from love's own fruitful beauty?
So, cunning charmer, do not call me out on error,
Lest you become entangled in my wrongs.
For, as you deceive me, I abandon
My nobler nature to my body's treachery.
My spirit informs my flesh that it may claim
Victory in love; the flesh, no longer tame,
Rises at your mention and proclaims
You as its prize, its conquest and its aim.
And thus, in pride, it serves you, ever near,
To stand by you, to fall with you, my dear.

"
151,2,"Love is too young to grasp the weight of right,
Yet who among us is ignorant
Of duty's birth in love's embrace so tight?
Thus, sly beguiler, do not chide my sin,
Lest you become entwined in my transgressions.
For, as you lead me astray, I forsake
My nobler self to my body's treachery.
My soul whispers to my flesh that it may soar
In love; the flesh, no longer a bore,
Rises at your name, its power to explore,
A triumphant trophy, yours to adore.
And thus, in pride, it serves, always near,
To rise and fall, for your love, my dear.

"
151,3,"Love is too young to comprehend what duty means;
Yet who is unaware that duty blooms
From love's own garden, watered by its springs?
So, subtle trickster, do not reproach my sins,
Lest you become entangled in my errors.
For, as you deceive me, I betray
My nobler self to my body's treachery.
My soul informs my flesh that it may strive
For victory in love; the flesh, now alive,
Rises at your name, its purpose to derive
From your affection, its reason to thrive.
And thus, in pride, it serves, ever so near,
To stand by you, to fall by your side, my dear."
152,1,"In loving you, I've broken sacred vows,
Yet you have sworn to me love twice over;
In deed, your marital bed you disavow,
And pledge new enmity, after love's labor.
But why should I reproach you for two breaches,
When I am guilty of transgressions manifold?
My vows, but tools to bring you to my reaches,
My faith, a shadow, fleeting and cold.
For I have sworn by your profound kindness,
By your affection, loyalty, and trust;
Yet blinded by desire, I twist and bend,
Truth's enemy, in deceit I am immersed.
  For I have painted you as fair, blinded eye,
  To lie against the truth, so vile and unworthy.

"
